record_type,species,accession,query_class,query_accession,subject_locus,pident,alignment_length,query_length,subject_length,coverage,evalue,bitscore,normalized_bitscore,query_set_hash,method_version
hit,L. rhamnosus,GCF_001044415.1,Fur,P54574,P17861965B_02432,26.866,134.0,149.0,150.0,89.93288590604027,8.71e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,Zur,P54479,P17861965B_02432,37.5,136.0,145.0,150.0,93.79310344827586,4.57e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,Zur,P54479,P17861965B_02678,31.69,142.0,145.0,146.0,97.93103448275862,5.4e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,PerR,P71086,P17861965B_02678,55.556,135.0,145.0,146.0,93.10344827586206,1.38e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,PerR,P71086,P17861965B_02432,33.577,137.0,145.0,150.0,94.48275862068965,2.63e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,Spx,O31602,P17861965B_01947,69.291,127.0,131.0,150.0,96.94656488549619,7.12e-66,193.0,1.4732824427480915,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,Spx,O31602,P17861965B_02765,45.238,126.0,131.0,133.0,96.18320610687023,1.86e-38,123.0,0.9389312977099237,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,Spx,O31602,P17861965B_00052,34.247,73.0,131.0,76.0,55.725190839694655,2e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,MgsR,P54503,P17861965B_01947,42.857,112.0,126.0,150.0,88.88888888888889,4.66e-34,112.0,0.8888888888888888,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,MgsR,P54503,P17861965B_02765,31.429,105.0,126.0,133.0,83.33333333333333,4.3e-24,86.7,0.6880952380952381,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,OhrR,O34777,P17861965B_01302,39.706,136.0,147.0,151.0,92.51700680272108,4.18e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,OhrR,O34777,P17861965B_01137,23.009,113.0,147.0,165.0,76.87074829931973,4.45e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,OhrR,O34777,P17861965B_01143,32.877,73.0,147.0,194.0,49.65986394557823,8.04e-06,40.0,0.272108843537415,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,Rex,O05521,P17861965B_00313,60.68,206.0,215.0,217.0,95.81395348837209,1.2e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001044415.1,Rex,O05521,P17861965B_00257,41.748,206.0,215.0,221.0,95.81395348837209,3.86e-52,164.0,0.7627906976744186,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001044415.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Fur,P54574,P179610789_00804,30.37,135.0,149.0,146.0,90.60402684563758,4.4e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Fur,P54574,P179610789_01346,26.866,134.0,149.0,150.0,89.93288590604027,9.01e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Zur,P54479,P179610789_01346,37.5,136.0,145.0,150.0,93.79310344827586,4.72e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Zur,P54479,P179610789_00804,31.69,142.0,145.0,146.0,97.93103448275862,5.58e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,PerR,P71086,P179610789_00804,55.556,135.0,145.0,146.0,93.10344827586206,1.43e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,PerR,P71086,P179610789_01346,33.577,137.0,145.0,150.0,94.48275862068965,2.72e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Spx,O31602,P179610789_01675,68.702,131.0,131.0,132.0,100.0,5.78e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Spx,O31602,P179610789_01365,43.651,126.0,131.0,133.0,96.18320610687023,7.28e-37,119.0,0.9083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Spx,O31602,P179610789_00332,34.247,73.0,131.0,76.0,55.725190839694655,2.07e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,MgsR,P54503,P179610789_01675,44.037,109.0,126.0,132.0,86.5079365079365,1.34e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,MgsR,P54503,P179610789_01365,30.476,105.0,126.0,133.0,83.33333333333333,3.72e-23,84.3,0.669047619047619,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,OhrR,O34777,P179610789_00897,39.706,136.0,147.0,151.0,92.51700680272108,4.32e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,OhrR,O34777,P179610789_02846,23.009,113.0,147.0,165.0,76.87074829931973,4.08e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Rex,O05521,P179610789_00118,60.68,206.0,215.0,217.0,95.81395348837209,1.24e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062885.1,Rex,O05521,P179610789_01104,41.262,206.0,215.0,221.0,95.81395348837209,1.65e-51,162.0,0.7534883720930232,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001062885.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Fur,P54574,P194D76FC1_02720,30.37,135.0,149.0,146.0,90.60402684563758,4.27e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Fur,P54574,P194D76FC1_01351,26.866,134.0,149.0,150.0,89.93288590604027,8.74e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Zur,P54479,P194D76FC1_01351,37.5,136.0,145.0,150.0,93.79310344827586,4.58e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Zur,P54479,P194D76FC1_02720,31.69,142.0,145.0,146.0,97.93103448275862,5.42e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,PerR,P71086,P194D76FC1_02720,55.556,135.0,145.0,146.0,93.10344827586206,1.39e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,PerR,P71086,P194D76FC1_01351,33.577,137.0,145.0,150.0,94.48275862068965,2.64e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Spx,O31602,P194D76FC1_00382,68.702,131.0,131.0,132.0,100.0,5.61e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Spx,O31602,P194D76FC1_00588,43.651,126.0,131.0,133.0,96.18320610687023,7.06e-37,119.0,0.9083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Spx,O31602,P194D76FC1_01889,34.247,73.0,131.0,76.0,55.725190839694655,2.01e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,MgsR,P54503,P194D76FC1_00382,44.037,109.0,126.0,132.0,86.5079365079365,1.31e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,MgsR,P54503,P194D76FC1_00588,30.476,105.0,126.0,133.0,83.33333333333333,3.61e-23,84.3,0.669047619047619,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,OhrR,O34777,P194D76FC1_01089,39.706,136.0,147.0,151.0,92.51700680272108,4.19e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,OhrR,O34777,P194D76FC1_01206,23.009,113.0,147.0,165.0,76.87074829931973,3.96e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Rex,O05521,P194D76FC1_01568,60.68,206.0,215.0,217.0,95.81395348837209,1.2e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001062955.1,Rex,O05521,P194D76FC1_01146,41.262,206.0,215.0,221.0,95.81395348837209,1.6e-51,162.0,0.7534883720930232,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001062955.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Fur,P54574,P10A93D905_00014,29.63,135.0,149.0,146.0,90.60402684563758,1.46e-22,84.0,0.5637583892617449,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Fur,P54574,P10A93D905_02618,26.866,134.0,149.0,150.0,89.93288590604027,9.36e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Zur,P54479,P10A93D905_02618,37.5,136.0,145.0,150.0,93.79310344827586,4.91e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Zur,P54479,P10A93D905_00014,31.69,142.0,145.0,146.0,97.93103448275862,3.99e-19,75.1,0.5179310344827586,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,PerR,P71086,P10A93D905_00014,54.815,135.0,145.0,146.0,93.10344827586206,4.9e-55,166.0,1.1448275862068966,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,PerR,P71086,P10A93D905_02618,33.577,137.0,145.0,150.0,94.48275862068965,2.83e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Spx,O31602,P10A93D905_01992,68.702,131.0,131.0,132.0,100.0,6.01e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Spx,O31602,P10A93D905_02637,45.238,126.0,131.0,133.0,96.18320610687023,2.13e-38,123.0,0.9389312977099237,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Spx,O31602,P10A93D905_02750,34.247,73.0,131.0,76.0,55.725190839694655,2.15e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,MgsR,P54503,P10A93D905_01992,44.037,109.0,126.0,132.0,86.5079365079365,1.4e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,MgsR,P54503,P10A93D905_02637,31.429,105.0,126.0,133.0,83.33333333333333,4.62e-24,86.7,0.6880952380952381,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,OhrR,O34777,P10A93D905_02796,39.706,136.0,147.0,151.0,92.51700680272108,4.49e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,OhrR,O34777,P10A93D905_00143,22.222,117.0,147.0,180.0,79.59183673469387,5.73e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Rex,O05521,P10A93D905_01901,60.68,206.0,215.0,217.0,95.81395348837209,6.97e-91,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001063655.1,Rex,O05521,P10A93D905_02302,42.564,195.0,215.0,221.0,90.69767441860465,1.08e-50,160.0,0.7441860465116279,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001063655.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Fur,P54574,P1DA4CE057_02074,30.37,135.0,149.0,146.0,90.60402684563758,4.25e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Fur,P54574,P1DA4CE057_00328,26.866,134.0,149.0,150.0,89.93288590604027,8.71e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Zur,P54479,P1DA4CE057_00328,37.5,136.0,145.0,150.0,93.79310344827586,4.57e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Zur,P54479,P1DA4CE057_02074,31.69,142.0,145.0,146.0,97.93103448275862,5.4e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,PerR,P71086,P1DA4CE057_02074,55.556,135.0,145.0,146.0,93.10344827586206,1.38e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,PerR,P71086,P1DA4CE057_00328,33.577,137.0,145.0,150.0,94.48275862068965,2.63e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Spx,O31602,P1DA4CE057_01521,68.702,131.0,131.0,132.0,100.0,5.59e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Spx,O31602,P1DA4CE057_00347,45.238,126.0,131.0,133.0,96.18320610687023,1.86e-38,123.0,0.9389312977099237,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Spx,O31602,P1DA4CE057_02277,34.247,73.0,131.0,76.0,55.725190839694655,2e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,MgsR,P54503,P1DA4CE057_01521,44.037,109.0,126.0,132.0,86.5079365079365,1.3e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,MgsR,P54503,P1DA4CE057_00347,31.429,105.0,126.0,133.0,83.33333333333333,4.3e-24,86.7,0.6880952380952381,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,OhrR,O34777,P1DA4CE057_01827,39.706,136.0,147.0,151.0,92.51700680272108,4.18e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,OhrR,O34777,P1DA4CE057_00989,23.009,113.0,147.0,165.0,76.87074829931973,4.83e-08,46.2,0.3142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Rex,O05521,P1DA4CE057_00007,60.68,206.0,215.0,217.0,95.81395348837209,1.2e-90,262.0,1.2186046511627906,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064515.1,Rex,O05521,P1DA4CE057_01623,42.564,195.0,215.0,221.0,90.69767441860465,3.18e-50,159.0,0.7395348837209302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
status,L. rhamnosus,GCF_001064515.1,,,,,,,,,,,,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,Fur,P54574,P1DBA768DD_01793,30.37,135.0,149.0,146.0,90.60402684563758,4.15e-23,85.1,0.5711409395973154,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,Fur,P54574,P1DBA768DD_02404,26.866,134.0,149.0,150.0,89.93288590604027,8.5e-12,55.8,0.374496644295302,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,Zur,P54479,P1DBA768DD_02404,37.5,136.0,145.0,150.0,93.79310344827586,4.46e-33,110.0,0.7586206896551724,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,Zur,P54479,P1DBA768DD_01793,31.69,142.0,145.0,146.0,97.93103448275862,5.27e-19,74.7,0.5151724137931035,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,PerR,P71086,P1DBA768DD_01793,55.556,135.0,145.0,146.0,93.10344827586206,1.35e-55,167.0,1.1517241379310346,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,PerR,P71086,P1DBA768DD_02404,33.577,137.0,145.0,150.0,94.48275862068965,2.57e-21,80.5,0.5551724137931034,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,Spx,O31602,P1DBA768DD_00260,68.702,131.0,131.0,132.0,100.0,5.46e-68,197.0,1.5038167938931297,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,Spx,O31602,P1DBA768DD_01264,43.651,126.0,131.0,133.0,96.18320610687023,6.86e-37,119.0,0.9083969465648855,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,Spx,O31602,P1DBA768DD_02546,34.247,73.0,131.0,76.0,55.725190839694655,1.95e-09,47.4,0.3618320610687023,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,MgsR,P54503,P1DBA768DD_00260,44.037,109.0,126.0,132.0,86.5079365079365,1.27e-34,113.0,0.8968253968253969,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,MgsR,P54503,P1DBA768DD_01264,30.476,105.0,126.0,133.0,83.33333333333333,3.51e-23,84.3,0.669047619047619,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
hit,L. rhamnosus,GCF_001064785.1,OhrR,O34777,P1DBA768DD_01569,39.706,136.0,147.0,151.0,92.51700680272108,4.08e-31,105.0,0.7142857142857143,ad8389143129f15739e5c07ff32d0f06a029c5a21752047d37cf9e9ed8991fd1,reviewed_refs_competitive_blastp_context_v2
