species,accession,locus_tag,gene_symbol,cds_length_bp,length_mod3,non_triplet_length,internal_stop_count,has_internal_stop,canonical_start,terminal_stop
L. plantarum,GCF_001597605.1,P1C9553068_01104,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_01461,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_01761,liga,282,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_02044,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_02173,liga,285,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_02220,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_02353,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_03041,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_03042,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001597605.1,P1C9553068_03047,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_00606,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_00672,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_00673,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_01001,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_01201,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_01382,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_01689,reco,789,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_01977,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_01978,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_01983,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001617525.2,P1E602EEF3_02500,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_00198,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_00416,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_00860,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_00861,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_01412,recr,600,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_01572,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_01969,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_02170,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_02508,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_02509,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_001619265.1,P16677AA66_02661,reco,789,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_00228,ruvb,1011,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_00229,ruva,612,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_00234,muts,2691,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_00666,uvra,2508,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_01830,recr,600,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_01889,uvrb,2004,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_01890,uvra,2856,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_02206,liga,2040,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_02411,uvra,2268,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_02471,muts,1458,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_02626,recn,1695,0,False,0,False,True,True
L. plantarum,GCF_009913655.1,P1B9A3FF21_02927,reco,789,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_00429,recr,600,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_00493,uvrb,2004,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_00494,uvra,2856,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_00892,recn,1695,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_00936,reco,789,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_01773,liga,2040,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_02532,uvra,2508,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_02907,ruvb,1011,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_02908,ruva,612,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_02965,uvra,2268,0,False,0,False,True,True
L. plantarum,ZPZ,P1C1F7B07C_03237,muts,519,0,False,0,False,True,True
