species,accession,is_focal,target,query_sha256,pident,coverage,evalue,bitscore,present,method_version
L. rhamnosus,GCF_001063655.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,1.02e-07,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001063655.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.33e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.89e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,100.0,100.0,4.83e-136,417.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.2,87.3,1.82e-137,429.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,9.91e-93,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,98.7,100.0,0.0,880.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.6,99.3,0.0,1055.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1368.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.25e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.34e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064515.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.46e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.98e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.2,100.0,2.4e-136,409.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,1.01e-137,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,9.68e-93,297.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,100.0,100.0,0.0,897.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.7,99.3,0.0,1056.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,99.9,100.0,0.0,1366.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,55.5,0.0,643.0,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.26e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,21.6,94.1,1.65e-07,45.1,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001064785.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,100.0,100.0,2.31e-87,275.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,3.04e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.69e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,6.29e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,6.14e-93,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.3e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.71e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001065365.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,100.0,100.0,2.32e-87,275.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,3.04e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.69e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,5.92e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,6.13e-93,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.3e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.63e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066715.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,1.22e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.97e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.2,100.0,4.13e-133,409.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.2,87.3,6.31e-137,427.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,49.6,90.6,3.79e-92,296.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.6,100.0,0.0,894.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.0,99.3,0.0,1064.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1366.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.23e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,5.42e-08,46.6,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001066975.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,8.3e-88,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.98e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.2,100.0,4.19e-133,409.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.2,87.3,6.71e-137,427.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,49.6,90.6,3.84e-92,296.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.6,100.0,0.0,894.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.9,83.3,0.0,887.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1366.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.27e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,5.41e-08,46.6,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067025.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,100.0,100.0,2.3e-87,275.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,3.02e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.68e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,5.86e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,6.08e-93,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.29e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.67e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067215.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.48e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.97e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,100.0,100.0,4.83e-136,417.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.2,87.3,1.76e-137,429.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,1e-92,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.6,100.0,0.0,894.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.6,99.3,0.0,1055.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1368.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.28e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,9.59e-08,45.8,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067335.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.45e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.95e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.0,67.4,6.04e-83,265.0,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.2,87.3,1.75e-137,429.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,9.94e-93,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.6,100.0,0.0,894.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,71.6,99.3,0.0,1055.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1368.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,100.0,100.0,0.0,1210.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,Spx,717b1d41af9f6ee3ec2e96fbd79d0bbb24c7955a45d5081a57840687e0d30263,44.4,94.0,1.27e-32,117.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,MgsR,3f9152ce3c4d05b93bcfbcd9968de0bd1b286a653cbfb49fe6c7a6b5b9c4da61,22.5,94.1,5.47e-08,46.6,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067625.1,0,SOD,43b2482586b259b2094193668820b0e2bb48c0b143f24850c45438bea0ec8a30,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,PerR,8b73744d28b23856a888a836fd88bb6452ffb6a653a9aabeba0ddaa87163b59e,99.3,100.0,6.46e-87,273.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,OhrR,a8c02a2a7527017769dfb24fc5e536ef983c8fa5fc340c4a1ca2074c042b924a,28.9,97.3,2.98e-17,74.3,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,Catalase,00de8f6e7f0bdd780f17ea79cfa1eaaf60798fe947a8078a9dfdcb607a5458d2,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,Fur,,,,,,0,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,Rex,b7b8248dc4b68951cd31396901a7201544fe9d4a7c82b64968cc3cd1a7ae17d8,98.6,100.0,1.58e-133,410.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,RecA,38695d4d1e9418e3bf4ace59f20c27f83ddbd49933aabbe417390bf8640363d1,75.5,87.3,5.79e-138,430.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,Mn_transport,ff5ae59a98c602b54710295c1571710f5c0c1334f7cd81b22d40bb13cae3a266,50.0,90.6,1.07e-92,298.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,Nox,0be76acff1d03cb855968387feff33880e4c3c30ed1611188ef85f90e382e156,99.8,100.0,0.0,896.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,uvrA,b0bcfe00dfb0394c9234e3dcf06b31ecf3af510d8088a7f5dc7995e3a99296ab,72.1,99.3,0.0,1065.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,uvrB,cd8ce439e5e0773e71067145054051d9edbb607ab99279e3a07771507195a791,100.0,100.0,0.0,1367.0,1,multiquery_tblastn_querybound_v2
L. rhamnosus,GCF_001067885.1,0,uvrC,49100507bfe018392aeabafe6aa1bad5f4d9331d8f417710122cd12e8d8cb58a,99.7,100.0,0.0,1205.0,1,multiquery_tblastn_querybound_v2
